POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Year
70.0,Heinrich Klaasen RR,4.0,4.0,1.0,57.0,32,19.0,47.0,121.27,0.0,0.0,5.0,1.0,2018
71.0,Manan Vohra RCB,4.0,4.0,0.0,55.0,45,13.75,47.0,117.02,0.0,0.0,2.0,4.0,2018
72.0,Shreevats Goswami SRH,6.0,3.0,0.0,52.0,35,17.33,40.0,130.0,0.0,0.0,6.0,1.0,2018
73.0,Tim Southee RCB,8.0,4.0,2.0,52.0,36*,26.0,46.0,113.04,0.0,0.0,5.0,1.0,2018
74.0,Sarfaraz Khan RCB,7.0,6.0,1.0,51.0,22*,10.2,41.0,124.39,0.0,0.0,7.0,1.0,2018
75.0,Rahul Tewatia DC,8.0,5.0,2.0,50.0,24,16.66,43.0,116.27,0.0,0.0,5.0,1.0,2018
76.0,Shreyas Gopal RR,11.0,4.0,1.0,50.0,24,16.66,45.0,111.11,0.0,0.0,5.0,0.0,2018
77.0,Deepak Chahar CSK,12.0,4.0,1.0,50.0,39,16.66,29.0,172.41,0.0,0.0,1.0,4.0,2018
78.0,Jaydev Unadkat RR,15.0,7.0,3.0,49.0,26,12.25,38.0,128.94,0.0,0.0,6.0,1.0,2018
79.0,Manoj Tiwary PBKS,5.0,4.0,1.0,47.0,35,15.66,44.0,106.81,0.0,0.0,4.0,1.0,2018
80.0,Chris Morris DC,4.0,4.0,3.0,46.0,27*,46.0,26.0,176.92,0.0,0.0,3.0,2.0,2018
81.0,Stuart Binny RR,7.0,5.0,0.0,44.0,22,8.8,39.0,112.82,0.0,0.0,2.0,2.0,2018
82.0,JP Duminy MI,6.0,4.0,3.0,36.0,23,36.0,40.0,90.0,0.0,0.0,3.0,1.0,2018
83.0,Andrew Tye PBKS,14.0,8.0,2.0,32.0,14,5.33,38.0,84.21,0.0,0.0,2.0,1.0,2018
84.0,Rinku Singh KKR,4.0,4.0,0.0,29.0,16,7.25,31.0,93.54,0.0,0.0,4.0,0.0,2018
85.0,Harbhajan Singh CSK,13.0,3.0,0.0,29.0,19,9.66,36.0,80.55,0.0,0.0,3.0,1.0,2018
86.0,Piyush Chawla KKR,15.0,7.0,3.0,27.0,12,6.75,34.0,79.41,0.0,0.0,1.0,1.0,2018
87.0,Dan Christian DC,4.0,3.0,1.0,26.0,13,13.0,33.0,78.78,0.0,0.0,0.0,1.0,2018
88.0,Mohammed Siraj RCB,11.0,4.0,2.0,25.0,14,12.5,22.0,113.63,0.0,0.0,2.0,1.0,2018
89.0,Kedar Jadhav CSK,1.0,1.0,1.0,24.0,24*,0.0,22.0,109.09,0.0,0.0,1.0,2.0,2018
90.0,Tom Curran KKR,5.0,4.0,1.0,23.0,18,7.66,28.0,82.14,0.0,0.0,3.0,0.0,2018
91.0,Mayank Markande MI,14.0,6.0,4.0,21.0,7*,10.5,24.0,87.5,0.0,0.0,2.0,0.0,2018
92.0,Mahipal Lomror RR,2.0,2.0,1.0,20.0,11,20.0,21.0,95.23,0.0,0.0,1.0,0.0,2018
93.0,Mohammad Nabi SRH,2.0,2.0,0.0,18.0,14,9.0,12.0,150.0,0.0,0.0,3.0,0.0,2018
94.0,Corey Anderson RCB,3.0,3.0,0.0,17.0,15,5.66,22.0,77.27,0.0,0.0,0.0,1.0,2018
95.0,Chris Woakes RCB,5.0,4.0,2.0,17.0,11,8.5,19.0,89.47,0.0,0.0,1.0,1.0,2018
96.0,Mitchell Johnson KKR,6.0,2.0,2.0,16.0,12*,0.0,11.0,145.45,0.0,0.0,2.0,0.0,2018
97.0,Jofra Archer RR,10.0,8.0,3.0,15.0,8,3.0,21.0,71.42,0.0,0.0,2.0,0.0,2018
98.0,Shardul Thakur CSK,13.0,1.0,1.0,15.0,15*,0.0,5.0,300.0,0.0,0.0,3.0,0.0,2018
99.0,Shivam Mavi KKR,9.0,4.0,1.0,13.0,7,4.33,15.0,86.66,0.0,0.0,1.0,0.0,2018
100.0,Bhuvneshwar Kumar SRH,12.0,4.0,2.0,13.0,7,6.5,16.0,81.25,0.0,0.0,1.0,0.0,2018
101.0,Murali Vijay CSK,1.0,1.0,0.0,12.0,12,12.0,10.0,120.0,0.0,0.0,0.0,1.0,2018
102.0,Kuldeep Yadav KKR,16.0,3.0,2.0,12.0,7*,12.0,24.0,50.0,0.0,0.0,1.0,0.0,2018
103.0,Ankit Rajpoot PBKS,8.0,3.0,0.0,11.0,8,3.66,18.0,61.11,0.0,0.0,1.0,0.0,2018
104.0,Mitchell McClenaghan MI,11.0,5.0,3.0,11.0,11*,5.5,10.0,110.0,0.0,0.0,1.0,1.0,2018
105.0,Mohit Sharma PBKS,9.0,4.0,3.0,10.0,4*,10.0,13.0,76.92,0.0,0.0,1.0,0.0,2018
106.0,Mujeeb Ur Rahman PBKS,11.0,2.0,1.0,10.0,10*,10.0,7.0,142.85,0.0,0.0,2.0,0.0,2018
107.0,Jasprit Bumrah MI,14.0,3.0,2.0,10.0,6*,10.0,11.0,90.9,0.0,0.0,1.0,0.0,2018
108.0,Akshdeep Nath PBKS,1.0,1.0,0.0,9.0,9,9.0,13.0,69.23,0.0,0.0,1.0,0.0,2018
109.0,Dhruv Shorey CSK,1.0,1.0,0.0,8.0,8,8.0,9.0,88.88,0.0,0.0,0.0,1.0,2018
110.0,Prashant Chopra RR,1.0,1.0,0.0,8.0,8,8.0,6.0,133.33,0.0,0.0,2.0,0.0,2018
111.0,Javon Searles KKR,4.0,2.0,1.0,8.0,6*,8.0,6.0,133.33,0.0,0.0,0.0,1.0,2018
112.0,Mohammad Shami DC,4.0,1.0,0.0,7.0,7,7.0,6.0,116.66,0.0,0.0,1.0,0.0,2018
113.0,Vinay Kumar KKR,2.0,1.0,1.0,6.0,6*,0.0,3.0,200.0,0.0,0.0,1.0,0.0,2018
114.0,Shahbaz Nadeem DC,6.0,1.0,1.0,6.0,6*,0.0,8.0,75.0,0.0,0.0,0.0,0.0,2018
115.0,Dhawal Kulkarni RR,8.0,2.0,1.0,6.0,3*,6.0,7.0,85.71,0.0,0.0,0.0,0.0,2018
116.0,Billy Stanlake SRH,4.0,1.0,1.0,5.0,5*,0.0,2.0,250.0,0.0,0.0,1.0,0.0,2018
117.0,Akila Dananjaya MI,1.0,1.0,1.0,4.0,4*,0.0,5.0,80.0,0.0,0.0,0.0,0.0,2018
118.0,Pawan Negi RCB,2.0,2.0,0.0,3.0,3,1.5,5.0,60.0,0.0,0.0,0.0,0.0,2018
119.0,Anureet Singh RR,3.0,1.0,1.0,3.0,3*,0.0,4.0,75.0,0.0,0.0,0.0,0.0,2018
120.0,Basil Thampi SRH,4.0,2.0,1.0,3.0,3,3.0,6.0,50.0,0.0,0.0,0.0,0.0,2018
121.0,Barinder Sran PBKS,6.0,4.0,3.0,3.0,2,3.0,7.0,42.85,0.0,0.0,0.0,0.0,2018
122.0,Umesh Yadav RCB,14.0,5.0,1.0,3.0,1*,0.75,11.0,27.27,0.0,0.0,0.0,0.0,2018
123.0,Siddarth Kaul SRH,17.0,4.0,1.0,3.0,2,1.0,14.0,21.42,0.0,0.0,0.0,0.0,2018
124.0,Imran Tahir CSK,6.0,1.0,1.0,2.0,2*,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2018
125.0,Mark Wood CSK,1.0,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2018
126.0,Naman Ojha DC,1.0,1.0,0.0,1.0,1,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2018
127.0,Murugan Ashwin RCB,2.0,1.0,0.0,1.0,1,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2018
128.0,Ish Sodhi RR,6.0,1.0,0.0,1.0,1,1.0,6.0,16.66,0.0,0.0,0.0,0.0,2018
129.0,Ben Laughlin RR,7.0,2.0,1.0,1.0,1*,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2018
130.0,Liam Plunkett DC,7.0,2.0,1.0,1.0,1*,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2018
131.0,Mustafizur Rahman MI,7.0,2.0,1.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2018
132.0,Prasidh Krishna KKR,7.0,2.0,2.0,1.0,1*,0.0,5.0,20.0,0.0,0.0,0.0,0.0,2018
133.0,Amit Mishra DC,10.0,1.0,1.0,1.0,1*,0.0,2.0,50.0,0.0,0.0,0.0,0.0,2018
134.0,Pradeep Sangwan MI,1.0,1.0,0.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2018
135.0,Ricky Bhui SRH,1.0,1.0,0.0,0.0,0*,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2018
136.0,Sandeep Sharma SRH,12.0,3.0,1.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2018
137.0,Trent Boult DC,14.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2018
138.0,Yuzvendra Chahal RCB,14.0,1.0,1.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2018
1.0,KL Rahul PBKS,14.0,14.0,2.0,670.0,132*,55.83,518.0,129.34,1.0,5.0,58.0,23.0,2020
2.0,Shikhar Dhawan DC,17.0,17.0,3.0,618.0,106*,44.14,427.0,144.73,2.0,4.0,67.0,12.0,2020
3.0,David Warner SRH,16.0,16.0,2.0,548.0,85*,39.14,407.0,134.64,0.0,4.0,52.0,14.0,2020
4.0,Shreyas Iyer DC,17.0,17.0,2.0,519.0,88*,34.6,421.0,123.27,0.0,3.0,40.0,16.0,2020
5.0,Ishan Kishan MI,14.0,13.0,4.0,516.0,99,57.33,354.0,145.76,0.0,4.0,36.0,30.0,2020
6.0,Quinton de Kock MI,16.0,16.0,2.0,503.0,78*,35.92,358.0,140.5,0.0,4.0,46.0,22.0,2020
7.0,Suryakumar Yadav MI,16.0,15.0,3.0,480.0,79*,40.0,331.0,145.01,0.0,4.0,61.0,11.0,2020
8.0,Devdutt Padikkal RCB,15.0,15.0,0.0,473.0,74,31.53,379.0,124.8,0.0,5.0,51.0,8.0,2020
9.0,Virat Kohli RCB,15.0,15.0,4.0,466.0,90*,42.36,384.0,121.35,0.0,3.0,23.0,11.0,2020
10.0,AB de Villiers RCB,15.0,14.0,4.0,454.0,73*,45.4,286.0,158.74,0.0,5.0,33.0,23.0,2020
11.0,Faf du Plessis CSK,13.0,13.0,2.0,449.0,87*,40.81,319.0,140.75,0.0,4.0,42.0,14.0,2020
12.0,Shubman Gill KKR,14.0,14.0,1.0,440.0,70*,33.84,373.0,117.96,0.0,3.0,44.0,9.0,2020
13.0,Manish Pandey SRH,16.0,15.0,2.0,425.0,83*,32.69,333.0,127.62,0.0,3.0,35.0,18.0,2020
14.0,Mayank Agarwal PBKS,11.0,11.0,0.0,424.0,106,38.54,271.0,156.45,1.0,2.0,44.0,15.0,2020
15.0,Eoin Morgan KKR,14.0,14.0,4.0,418.0,68*,41.8,302.0,138.41,0.0,1.0,32.0,24.0,2020
16.0,Sanju Samson RR,14.0,14.0,1.0,375.0,85,28.84,236.0,158.89,0.0,3.0,21.0,26.0,2020
17.0,Ambati Rayudu CSK,12.0,11.0,2.0,359.0,71,39.88,282.0,127.3,0.0,1.0,30.0,12.0,2020
18.0,Nicholas Pooran PBKS,14.0,14.0,4.0,353.0,77,35.3,208.0,169.71,0.0,2.0,23.0,25.0,2020
19.0,Nitish Rana KKR,14.0,14.0,0.0,352.0,87,25.14,254.0,138.58,0.0,3.0,43.0,12.0,2020
20.0,Marcus Stoinis DC,17.0,17.0,3.0,352.0,65,25.14,237.0,148.52,0.0,3.0,31.0,16.0,2020
21.0,Jonny Bairstow SRH,11.0,11.0,0.0,345.0,97,31.36,272.0,126.83,0.0,3.0,31.0,13.0,2020
22.0,Rishabh Pant DC,14.0,14.0,3.0,343.0,56,31.18,301.0,113.95,0.0,1.0,31.0,9.0,2020
23.0,Rohit Sharma MI,12.0,12.0,0.0,332.0,80,27.66,260.0,127.69,0.0,3.0,27.0,19.0,2020
24.0,Jos Buttler RR,13.0,12.0,2.0,328.0,70*,32.8,227.0,144.49,0.0,2.0,27.0,16.0,2020
25.0,Kane Williamson SRH,12.0,11.0,4.0,317.0,67,45.28,237.0,133.75,0.0,3.0,26.0,10.0,2020
26.0,Steve Smith RR,14.0,14.0,2.0,311.0,69,25.91,237.0,131.22,0.0,3.0,32.0,9.0,2020
27.0,Shane Watson CSK,11.0,11.0,1.0,299.0,83*,29.9,247.0,121.05,0.0,2.0,33.0,13.0,2020
28.0,Chris Gayle PBKS,7.0,7.0,0.0,288.0,99,41.14,210.0,137.14,0.0,3.0,15.0,23.0,2020
29.0,Ben Stokes RR,8.0,8.0,1.0,285.0,107*,40.71,200.0,142.5,1.0,1.0,36.0,7.0,2020
30.0,Hardik Pandya MI,14.0,13.0,5.0,281.0,60*,35.12,157.0,178.98,0.0,1.0,14.0,25.0,2020
31.0,Aaron Finch RCB,12.0,12.0,0.0,268.0,52,22.33,241.0,111.2,0.0,1.0,28.0,8.0,2020
32.0,Kieron Pollard MI,16.0,12.0,7.0,268.0,60*,53.6,140.0,191.42,0.0,1.0,15.0,22.0,2020
33.0,Rahul Tewatia RR,14.0,11.0,5.0,255.0,53,42.5,183.0,139.34,0.0,1.0,13.0,17.0,2020
34.0,Ravindra Jadeja CSK,14.0,11.0,6.0,232.0,50,46.4,135.0,171.85,0.0,1.0,22.0,11.0,2020
35.0,Rahul Tripathi KKR,11.0,11.0,1.0,230.0,81,23.0,181.0,127.07,0.0,1.0,21.0,10.0,2020
36.0,Prithvi Shaw DC,13.0,13.0,0.0,228.0,66,17.53,167.0,136.52,0.0,2.0,27.0,8.0,2020
37.0,Wriddhiman Saha SRH,4.0,4.0,1.0,214.0,87,71.33,153.0,139.86,0.0,2.0,24.0,5.0,2020
38.0,Ruturaj Gaikwad CSK,6.0,6.0,2.0,204.0,72,51.0,169.0,120.71,0.0,3.0,16.0,6.0,2020
39.0,MS Dhoni CSK,14.0,12.0,4.0,200.0,47*,25.0,172.0,116.27,0.0,0.0,16.0,7.0,2020
40.0,Robin Uthappa RR,12.0,12.0,0.0,196.0,41,16.33,164.0,119.51,0.0,0.0,19.0,7.0,2020
41.0,Sam Curran CSK,14.0,11.0,3.0,186.0,52,23.25,141.0,131.91,0.0,1.0,12.0,12.0,2020
42.0,Shimron Hetmyer DC,12.0,11.0,3.0,185.0,45,23.12,125.0,148.0,0.0,0.0,11.0,12.0,2020
43.0,Dinesh Karthik KKR,14.0,14.0,2.0,169.0,58,14.08,134.0,126.11,0.0,1.0,20.0,4.0,2020
44.0,Pat Cummins KKR,14.0,11.0,4.0,146.0,53*,20.85,114.0,128.07,0.0,1.0,9.0,8.0,2020
45.0,Priyam Garg SRH,14.0,10.0,1.0,133.0,51*,14.77,111.0,119.81,0.0,1.0,9.0,4.0,2020
46.0,Mandeep Singh PBKS,7.0,7.0,1.0,130.0,66*,21.66,109.0,119.26,0.0,1.0,10.0,4.0,2020
47.0,Shivam Dube RCB,11.0,9.0,2.0,129.0,27*,18.42,105.0,122.85,0.0,0.0,5.0,9.0,2020
48.0,Sunil Narine KKR,10.0,9.0,0.0,121.0,64,13.44,85.0,142.35,0.0,1.0,10.0,8.0,2020
49.0,Andre Russell KKR,10.0,9.0,0.0,117.0,25,13.0,81.0,144.44,0.0,0.0,9.0,9.0,2020
50.0,Axar Patel DC,15.0,9.0,1.0,117.0,42,14.62,85.0,137.64,0.0,0.0,6.0,8.0,2020
51.0,Ajinkya Rahane DC,9.0,8.0,0.0,113.0,60,14.12,107.0,105.6,0.0,1.0,12.0,2.0,2020
52.0,Jofra Archer RR,14.0,10.0,4.0,113.0,27*,18.83,63.0,179.36,0.0,0.0,5.0,10.0,2020
53.0,Abdul Samad SRH,12.0,8.0,3.0,111.0,33,22.2,65.0,170.76,0.0,0.0,8.0,6.0,2020
54.0,Washington Sundar RCB,15.0,9.0,3.0,111.0,30,18.5,95.0,116.84,0.0,0.0,10.0,2.0,2020
55.0,Krunal Pandya MI,16.0,12.0,6.0,109.0,34,18.16,92.0,118.47,0.0,0.0,9.0,5.0,2020
56.0,Glenn Maxwell PBKS,13.0,11.0,4.0,108.0,32,15.42,106.0,101.88,0.0,0.0,9.0,0.0,2020
57.0,Saurabh Tiwary MI,7.0,5.0,0.0,103.0,42,20.6,80.0,128.75,0.0,0.0,8.0,3.0,2020
58.0,Deepak Hooda PBKS,7.0,5.0,4.0,101.0,62*,101.0,71.0,142.25,0.0,1.0,5.0,5.0,2020
59.0,Vijay Shankar SRH,7.0,5.0,1.0,97.0,52*,24.25,96.0,101.04,0.0,1.0,10.0,1.0,2020
60.0,Riyan Parag RR,12.0,8.0,1.0,86.0,42*,12.28,77.0,111.68,0.0,0.0,6.0,3.0,2020
61.0,Tom Curran RR,5.0,4.0,3.0,83.0,54*,83.0,62.0,133.87,0.0,1.0,5.0,3.0,2020
62.0,Josh Philippe RCB,5.0,5.0,1.0,78.0,33,19.5,77.0,101.29,0.0,0.0,9.0,1.0,2020
63.0,Abhishek Sharma SRH,8.0,7.0,2.0,71.0,31,14.2,56.0,126.78,0.0,0.0,6.0,3.0,2020
64.0,Gurkeerat Mann Singh RCB,8.0,5.0,5.0,71.0,21*,0.0,80.0,88.75,0.0,0.0,8.0,0.0,2020
65.0,Jason Holder SRH,7.0,4.0,2.0,66.0,26*,33.0,53.0,124.52,0.0,0.0,5.0,3.0,2020
66.0,Kedar Jadhav CSK,8.0,5.0,2.0,62.0,26,20.66,66.0,93.93,0.0,0.0,7.0,0.0,2020
67.0,Mahipal Lomror RR,3.0,3.0,0.0,59.0,47,19.66,54.0,109.25,0.0,0.0,2.0,3.0,2020
68.0,Kagiso Rabada DC,17.0,8.0,4.0,56.0,15*,14.0,49.0,114.28,0.0,0.0,4.0,2.0,2020
69.0,Lockie Ferguson KKR,5.0,2.0,2.0,43.0,24*,0.0,29.0,148.27,0.0,0.0,4.0,1.0,2020
70.0,Krishnappa Gowtham PBKS,2.0,2.0,1.0,42.0,22*,42.0,27.0,155.55,0.0,0.0,3.0,2.0,2020
71.0,Yashasvi Jaiswal RR,3.0,3.0,0.0,40.0,34,13.33,44.0,90.9,0.0,0.0,2.0,2.0,2020
72.0,Shreyas Gopal RR,14.0,5.0,1.0,37.0,23*,9.25,39.0,94.87,0.0,0.0,3.0,0.0,2020
73.0,Ravichandran Ashwin DC,15.0,6.0,3.0,37.0,14*,12.33,34.0,108.82,0.0,0.0,3.0,1.0,2020
74.0,Rashid Khan SRH,16.0,7.0,3.0,35.0,14,8.75,30.0,116.66,0.0,0.0,3.0,2.0,2020
75.0,Chris Morris RCB,9.0,5.0,1.0,34.0,25*,8.5,21.0,161.9,0.0,0.0,2.0,3.0,2020
76.0,Narayan Jagadeesan CSK,5.0,2.0,0.0,33.0,33,16.5,29.0,113.79,0.0,0.0,4.0,0.0,2020
77.0,Sarfaraz Khan PBKS,5.0,3.0,1.0,33.0,14*,16.5,29.0,113.79,0.0,0.0,5.0,0.0,2020
78.0,Alex Carey DC,3.0,3.0,1.0,32.0,14*,16.0,29.0,110.34,0.0,0.0,0.0,1.0,2020
79.0,Murali Vijay CSK,3.0,3.0,0.0,32.0,21,10.66,43.0,74.41,0.0,0.0,4.0,0.0,2020
80.0,Chris Jordan PBKS,9.0,5.0,2.0,29.0,13,9.66,31.0,93.54,0.0,0.0,2.0,0.0,2020
81.0,Navdeep Saini RCB,13.0,3.0,2.0,27.0,12*,27.0,27.0,100.0,0.0,0.0,3.0,0.0,2020
82.0,Nathan Coulter-Nile MI,7.0,2.0,1.0,25.0,24*,25.0,15.0,166.66,0.0,0.0,4.0,0.0,2020
83.0,Kamlesh Nagarkoti KKR,10.0,6.0,3.0,22.0,8*,7.33,31.0,70.96,0.0,0.0,1.0,0.0,2020
84.0,Harshal Patel DC,5.0,2.0,0.0,21.0,16,10.5,24.0,87.5,0.0,0.0,2.0,0.0,2020
85.0,Tushar Deshpande DC,5.0,2.0,1.0,21.0,20*,21.0,12.0,175.0,0.0,0.0,2.0,1.0,2020
86.0,Jimmy Neesham PBKS,5.0,3.0,1.0,19.0,10*,9.5,18.0,105.55,0.0,0.0,0.0,1.0,2020
87.0,Tom Banton KKR,2.0,2.0,0.0,18.0,10,9.0,20.0,90.0,0.0,0.0,1.0,1.0,2020
88.0,Mohammed Siraj RCB,9.0,3.0,2.0,17.0,10*,17.0,14.0,121.42,0.0,0.0,2.0,0.0,2020
89.0,Karun Nair PBKS,4.0,3.0,1.0,16.0,15*,8.0,14.0,114.28,0.0,0.0,2.0,0.0,2020
90.0,Prabhsimran Singh PBKS,2.0,2.0,0.0,15.0,11,7.5,15.0,100.0,0.0,0.0,2.0,0.0,2020
91.0,Isuru Udana RCB,10.0,4.0,1.0,15.0,10*,5.0,11.0,136.36,0.0,0.0,1.0,1.0,2020
92.0,James Pattinson MI,10.0,2.0,1.0,15.0,11,15.0,13.0,115.38,0.0,0.0,2.0,0.0,2020
93.0,Imran Tahir CSK,3.0,1.0,1.0,13.0,13*,0.0,10.0,130.0,0.0,0.0,2.0,0.0,2020
94.0,Kuldeep Yadav KKR,5.0,2.0,1.0,13.0,12,13.0,21.0,61.9,0.0,0.0,1.0,0.0,2020
95.0,Moeen Ali RCB,3.0,3.0,0.0,12.0,11,4.0,16.0,75.0,0.0,0.0,1.0,0.0,2020
96.0,Shardul Thakur CSK,9.0,2.0,1.0,12.0,11,12.0,21.0,57.14,0.0,0.0,0.0,0.0,2020
97.0,Sandeep Sharma SRH,13.0,5.0,3.0,12.0,9,6.0,15.0,80.0,0.0,0.0,1.0,0.0,2020
98.0,Mohammad Nabi SRH,1.0,1.0,1.0,11.0,11*,0.0,8.0,137.5,0.0,0.0,2.0,0.0,2020
99.0,Rinku Singh KKR,1.0,1.0,0.0,11.0,11,11.0,11.0,100.0,0.0,0.0,1.0,0.0,2020
100.0,Shivam Mavi KKR,8.0,3.0,1.0,10.0,9,5.0,14.0,71.42,0.0,0.0,1.0,0.0,2020
101.0,Varun Chakaravarthy KKR,13.0,3.0,1.0,10.0,7*,5.0,15.0,66.66,0.0,0.0,0.0,0.0,2020
102.0,Ankit Rajpoot RR,6.0,2.0,1.0,9.0,7*,9.0,10.0,90.0,0.0,0.0,0.0,1.0,2020
103.0,Jaydev Unadkat RR,7.0,1.0,0.0,9.0,9,9.0,13.0,69.23,0.0,0.0,0.0,0.0,2020
104.0,Pravin Dubey DC,3.0,1.0,1.0,7.0,7*,0.0,13.0,53.84,0.0,0.0,0.0,0.0,2020
105.0,Dwayne Bravo CSK,6.0,2.0,0.0,7.0,7,3.5,6.0,116.66,0.0,0.0,0.0,0.0,2020
106.0,Shahbaz Nadeem SRH,7.0,2.0,1.0,7.0,5,7.0,8.0,87.5,0.0,0.0,1.0,0.0,2020
107.0,Deepak Chahar CSK,14.0,3.0,2.0,7.0,5*,7.0,12.0,58.33,0.0,0.0,0.0,0.0,2020
108.0,Ravi Bishnoi PBKS,14.0,3.0,2.0,7.0,6*,7.0,12.0,58.33,0.0,0.0,1.0,0.0,2020
109.0,Anrich Nortje DC,16.0,5.0,4.0,7.0,3*,7.0,6.0,116.66,0.0,0.0,0.0,0.0,2020
110.0,Andrew Tye RR,1.0,1.0,0.0,6.0,6,6.0,6.0,100.0,0.0,0.0,0.0,1.0,2020
111.0,Jasprit Bumrah MI,15.0,1.0,1.0,5.0,5*,0.0,3.0,166.66,0.0,0.0,0.0,0.0,2020
112.0,Murugan Ashwin PBKS,9.0,1.0,0.0,4.0,4,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2020
113.0,Kartik Tyagi RR,10.0,3.0,2.0,4.0,2*,4.0,6.0,66.66,0.0,0.0,0.0,0.0,2020
114.0,Dhawal Kulkarni MI,1.0,1.0,1.0,3.0,3*,0.0,2.0,150.0,0.0,0.0,0.0,0.0,2020
115.0,T Natarajan SRH,16.0,3.0,3.0,3.0,3*,0.0,5.0,60.0,0.0,0.0,0.0,0.0,2020
116.0,Prasidh Krishna KKR,6.0,2.0,2.0,2.0,2*,0.0,4.0,50.0,0.0,0.0,0.0,0.0,2020
117.0,Mohammad Shami PBKS,14.0,3.0,2.0,2.0,2*,2.0,3.0,66.66,0.0,0.0,0.0,0.0,2020
118.0,Rahul Chahar MI,15.0,1.0,1.0,2.0,2*,0.0,4.0,50.0,0.0,0.0,0.0,0.0,2020
119.0,Nikhil Naik KKR,1.0,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2020
120.0,Mujeeb Ur Rahman PBKS,2.0,1.0,0.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2020
121.0,Shahbaz Ahmed RCB,2.0,1.0,1.0,1.0,1*,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2020
122.0,Dale Steyn RCB,3.0,1.0,1.0,1.0,1*,0.0,2.0,50.0,0.0,0.0,0.0,0.0,2020
123.0,Varun Aaron RR,3.0,2.0,1.0,1.0,1,1.0,10.0,10.0,0.0,0.0,0.0,0.0,2020
124.0,Yuzvendra Chahal RCB,15.0,2.0,1.0,1.0,1,1.0,3.0,33.33,0.0,0.0,0.0,0.0,2020
125.0,Mitchell Marsh SRH,1.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020
126.0,Shreevats Goswami SRH,2.0,2.0,0.0,0.0,0*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2020
127.0,Umesh Yadav RCB,2.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020
128.0,Daniel Sams DC,3.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020
129.0,Bhuvneshwar Kumar SRH,4.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020
130.0,Sheldon Cottrell PBKS,6.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020
131.0,Khaleel Ahmed SRH,7.0,1.0,0.0,0.0,0*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020
132.0,Arshdeep Singh PBKS,8.0,1.0,0.0,0.0,0*,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020
133.0,Trent Boult MI,15.0,1.0,0.0,0.0,0*,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020
1.0,Shaun Marsh PBKS,11.0,11.0,2.0,616.0,115,68.44,441.0,139.68,1.0,5.0,59.0,26.0,2008
2.0,Gautam Gambhir DC,14.0,14.0,1.0,534.0,86,41.07,379.0,140.89,0.0,5.0,68.0,8.0,2008
3.0,Sanath Jayasuriya MI,14.0,14.0,2.0,518.0,114*,43.16,309.0,167.63,1.0,2.0,58.0,31.0,2008
4.0,Shane Watson RR,15.0,15.0,5.0,472.0,76*,47.2,311.0,151.76,0.0,4.0,47.0,19.0,2008
5.0,Graeme Smith RR,11.0,11.0,2.0,441.0,91,49.0,362.0,121.82,0.0,3.0,54.0,8.0,2008
6.0,Adam Gilchrist PBKS,14.0,14.0,1.0,436.0,109*,33.53,318.0,137.1,1.0,3.0,51.0,19.0,2008
7.0,Yusuf Pathan RR,16.0,15.0,1.0,435.0,68,31.07,243.0,179.01,0.0,4.0,43.0,25.0,2008
8.0,Suresh Raina CSK,16.0,14.0,3.0,421.0,55*,38.27,296.0,142.22,0.0,3.0,35.0,18.0,2008
9.0,MS Dhoni CSK,16.0,14.0,4.0,414.0,65,41.4,310.0,133.54,0.0,2.0,38.0,15.0,2008
10.0,Virender Sehwag DC,14.0,14.0,2.0,406.0,94*,33.83,220.0,184.54,0.0,3.0,46.0,21.0,2008
